Starting Coordinate; End Coordinate; True Distance(m) 
[20.95203925, 32.714581715];[20.952038885, 32.714581511];0.041168606979799335
[20.95203925, 32.714581715];[20.952038979, 32.714582046];0.04480209354249124
[20.952038885, 32.714581511];[20.951572888, 32.714322049];52.49978205443647
[20.951572888, 32.714322049];[20.951572515, 32.714321841];0.04204214431508513
[20.951572515, 32.714321841];[20.951572149, 32.714321638];0.04118607754441749
[20.951572515, 32.714321841];[20.951572252, 32.71432218];0.045119931670452536
[20.951572149, 32.714321638];[20.951197485, 32.714113028];42.210271246762936
[20.951197485, 32.714113028];[20.951197113, 32.714112821];0.04190243048963751
[20.951197113, 32.714112821];[20.951196747, 32.714112617];0.04124732313886078
[20.951197113, 32.714112821];[20.951196855, 32.714113164];0.04523873260973572
[20.951196747, 32.714112617];[20.950694697, 32.71383308];56.561898591404535
[20.950694697, 32.71383308];[20.950693966, 32.713832673];0.08235507719432587
[20.950693966, 32.713832673];[20.95068049, 32.71382517];1.5182143215477153
[20.95068049, 32.71382517];[20.950680124, 32.713824966];0.04124744365998433
[20.950680124, 32.713824966];[20.950679758, 32.713824763];0.04118628673361246
[20.950680124, 32.713824966];[20.95068015, 32.713824934];0.004320689405152419
[20.950679758, 32.713824763];[20.950203231, 32.713559436];53.68664278700247
[20.950203231, 32.713559436];[20.950202865, 32.713559232];0.04124755468593742
[20.950202865, 32.713559232];[20.9502025, 32.713559028];0.041169035200842495
[20.950202865, 32.713559232];[20.95020313, 32.713558894];0.045130794066037
[20.9502025, 32.713559028];[20.949831468, 32.71335244];41.80142459221719
[20.949831468, 32.71335244];[20.949831102, 32.713352236];0.04124764189122618
[20.949831102, 32.713352236];[20.949830736, 32.713352033];0.041186485101681505
[20.949831102, 32.713352236];[20.949831365, 32.713351898];0.04502715713955939
[20.949830736, 32.713352033];[20.949393234, 32.713108433];49.29034059260214
[20.949393234, 32.713108433];[20.949392868, 32.71310823];0.04118658740068856
[20.949392868, 32.71310823];[20.949392502, 32.713108026];0.04124774405905629
[20.949392868, 32.71310823];[20.949393133, 32.713107892];0.04513091168533723
[20.949392502, 32.713108026];[20.948990159, 32.712884003];45.32929182484445
[20.948990159, 32.712884003];[20.948989793, 32.712883799];0.04124783894250932
[20.948989793, 32.712883799];[20.948989428, 32.712883596];0.04110804451272844
[20.948989793, 32.712883799];[20.948990058, 32.712883462];0.0450382426978939
[20.948989428, 32.712883596];[20.948605273, 32.712669699];43.28032992481763
[20.948605273, 32.712669699];[20.948604908, 32.712669496];0.041108133663821184
[20.948604908, 32.712669496];[20.948604542, 32.712669292];0.041247928514248765
[20.948604908, 32.712669496];[20.948605172, 32.712669159];0.04498627710787638
[20.948604542, 32.712669292];[20.948177436, 32.71243148];48.119456325381066
[20.948177436, 32.71243148];[20.948177065, 32.712431274];0.041763385110083276
[20.948177065, 32.712431274];[20.948176699, 32.71243107];0.041248027321876754
[20.948177065, 32.712431274];[20.948177086, 32.712431243];0.003975908155966704
[20.948176699, 32.71243107];[20.947639239, 32.712131812];60.552605992378396
[20.947639239, 32.712131812];[20.947638873, 32.712131608];0.041248154106756786
[20.947638873, 32.712131608];[20.947638507, 32.712131405];0.041186997654189345
[20.947638873, 32.712131608];[20.947638611, 32.712131948];0.04516217234048839
[20.947638507, 32.712131405];[20.947220995, 32.711898934];47.038871136339786
[20.947220995, 32.711898934];[20.947220624, 32.711898727];0.04182481205322137
[20.947220624, 32.711898727];[20.947220258, 32.711898523];0.0412482511929584
[20.947220624, 32.711898727];[20.947220644, 32.711898701];0.0034517702457256935
[20.947220258, 32.711898523];[20.946883046, 32.711710763];37.991982011834246
[20.946883046, 32.711710763];[20.946882675, 32.711710556];0.0418248922155225
[20.946882675, 32.711710556];[20.946882309, 32.711710352];0.04124833149291914
[20.946882675, 32.711710556];[20.946882693, 32.711710532];0.00316278818457168
[20.946882309, 32.711710352];[20.946430727, 32.71145891];50.87762985662711
[20.946430727, 32.71145891];[20.946430357, 32.711458704];0.04168518403037174
[20.946430357, 32.711458704];[20.946429991, 32.7114585];0.04124843646708852
[20.946430357, 32.711458704];[20.946430373, 32.711458683];0.0027801102082232933
[20.946429991, 32.7114585];[20.946072393, 32.711259388];40.28901750316985
[20.946072393, 32.711259388];[20.946071662, 32.711258981];0.0823572344175952
[20.946071662, 32.711258981];[20.946050809, 32.71124737];2.3494176212007565
[20.946050809, 32.71124737];[20.946050443, 32.711247166];0.0412485252307384
[20.946050443, 32.711247166];[20.946050078, 32.711246963];0.041108729575433614
[20.946050443, 32.711247166];[20.946050457, 32.711247148];0.0023976176598185027
[20.946050078, 32.711246963];[20.945592876, 32.71099239];51.511161090737176
[20.945592876, 32.71099239];[20.945592508, 32.710992185];0.04146700534310808
[20.945592508, 32.710992185];[20.945592142, 32.710991982];0.04118747652052418
[20.945592508, 32.710992185];[20.945592519, 32.710992171];0.0018705815973066677
[20.945592142, 32.710991982];[20.945226212, 32.710788229];41.22804923410051
[20.945226212, 32.710788229];[20.945225844, 32.710788024];0.041467091527419286
[20.945225844, 32.710788024];[20.945225478, 32.710787821];0.04118756287699251
[20.945225844, 32.710788024];[20.945225852, 32.710788013];0.0014371600688422043
[20.945225478, 32.710787821];[20.944887233, 32.710599483];38.10896882845087
[20.944887233, 32.710599483];[20.944886865, 32.710599279];0.041406039002141175
[20.944886865, 32.710599279];[20.9448865, 32.710599075];0.04117027381125648
[20.944886865, 32.710599279];[20.944886872, 32.710599271];0.0011075103926625998
[20.9448865, 32.710599075];[20.944438467, 32.710349606];50.47854046270023
[20.944438467, 32.710349606];[20.944437735, 32.710349199];0.08243659560356899
[20.944437735, 32.710349199];[20.944115177, 32.710169595];36.341766963862916
[20.944115177, 32.710169595];[20.944114811, 32.710169392];0.04118782266374828
[20.944114811, 32.710169392];[20.944115054, 32.710169036];0.0457455754165846
[20.944115054, 32.710169036];[20.945157274, 32.708637553];196.6462193050611
[20.945157274, 32.708637553];[20.945157516, 32.708637197];0.04569874693497249
[20.945157516, 32.708637197];[20.945157154, 32.708636986];0.04137288601906857
[20.945157516, 32.708637197];[20.945157776, 32.708636855];0.04524747909723159
[20.945157154, 32.708636986];[20.944798032, 32.708428218];41.00900554383145
[20.944798032, 32.708428218];[20.944797307, 32.708427796];0.08282342883283199
[20.944797307, 32.708427796];[20.94449407, 32.708251516];34.62740146928987
[20.94449407, 32.708251516];[20.944493708, 32.708251305];0.041373043581635426
[20.944493708, 32.708251305];[20.944493959, 32.708250956];0.045459203358396955
[20.944493959, 32.708250956];[20.945513876, 32.706831826];184.81480003421194
[20.945513876, 32.706831826];[20.945514127, 32.706831477];0.045459336254934
[20.945514127, 32.706831477];[20.945514378, 32.706831128];0.045459334993492966
[20.945514127, 32.706831477];[20.945514027, 32.70683142];0.01134841725856355
[20.945514378, 32.706831128];[20.946504378, 32.705453432];179.41253967234346
[20.946504378, 32.705453432];[20.946504629, 32.705453083];0.04545946310714909
[20.946504629, 32.705453083];[20.94650488, 32.705452734];0.04545946398397942
[20.946504629, 32.705453083];[20.94650453, 32.705453027];0.011208356392460248
[20.94650488, 32.705452734];[20.947494078, 32.704075965];179.2856850091315
[20.947494078, 32.704075965];[20.947494328, 32.704075616];0.045410772042725395
[20.947494328, 32.704075616];[20.94749471, 32.704075783];0.040466835018535284
[20.94749471, 32.704075783];[20.947903397, 32.704254425];43.29258441738681
[20.947903397, 32.704254425];[20.947903778, 32.704254592];0.04038318639764057
[20.947903778, 32.704254592];[20.947904043, 32.704254254];0.04513235159318364
[20.947903778, 32.704254592];[20.947903522, 32.704254936];0.04523379670724199
[20.947904043, 32.704254254];[20.949008655, 32.702846181];188.05078695366262
[20.949008655, 32.702846181];[20.949008919, 32.702845843];0.045080576139288356
[20.949008919, 32.702845843];[20.949009184, 32.702845506];0.04503977771570708
[20.949008919, 32.702845843];[20.949008868, 32.702845814];0.005783493237590539
[20.949009184, 32.702845506];[20.950040411, 32.701530795];175.57519509779053
[20.950040411, 32.701530795];[20.950040676, 32.701530457];0.04513264184608172
[20.950040676, 32.701530457];[20.950041065, 32.701530604];0.04009526712903407
[20.950041065, 32.701530604];[20.950445776, 32.701683113];41.69518373256787
[20.950445776, 32.701683113];[20.950446165, 32.70168326];0.04009518812974784
[20.950446165, 32.70168326];[20.950446418, 32.701682913];0.04536817773575611
[20.950446418, 32.701682913];[20.951448759, 32.700309159];179.64634331050092
[20.951448759, 32.700309159];[20.951449012, 32.700308812];0.04536830747390915
[20.951449012, 32.700308812];[20.951449379, 32.700309014];0.041208501407166066
[20.951449379, 32.700309014];[20.951938508, 32.700577942];54.90387545801892
[20.951938508, 32.700577942];[20.951938874, 32.700578143];0.0410688277000751
[20.951938874, 32.700578143];[20.951939241, 32.700578345];0.04120838877520312
[20.951938874, 32.700578143];[20.951938876, 32.700578141];0.0002914917219978496
[20.951939241, 32.700578345];[20.952292223, 32.700772417];39.62145629444961
[20.952292223, 32.700772417];[20.95229259, 32.700772619];0.041208306158407454
[20.95229259, 32.700772619];[20.952292956, 32.70077282];0.04106874644363863
[20.95229259, 32.700772619];[20.952292332, 32.700772962];0.045240592634827444
[20.952292956, 32.70077282];[20.952709266, 32.70100171];46.729772878380444
[20.952709266, 32.70100171];[20.952709632, 32.701001912];0.04112937790162861
[20.952709632, 32.701001912];[20.952709999, 32.701002113];0.0411475968518858
[20.952709632, 32.701001912];[20.952709635, 32.701001908];0.0005271454631462647
[20.952709999, 32.701002113];[20.953138482, 32.701237696];48.09605968042778
[20.953138482, 32.701237696];[20.953138849, 32.701237898];0.041208109687886865
[20.953138849, 32.701237898];[20.953139216, 32.701238099];0.041147498251360395
[20.953138849, 32.701237898];[20.953138587, 32.701238237];0.04507026112823906
[20.953139216, 32.701238099];[20.953574113, 32.701477207];48.815805976850115
[20.953574113, 32.701477207];[20.953574479, 32.701477409];0.04112917696571081
[20.953574479, 32.701477409];[20.953574846, 32.701477611];0.04120800880878942
[20.953574479, 32.701477409];[20.953574483, 32.701477404];0.0006718210404597593
[20.953574846, 32.701477611];[20.953914768, 32.701664501];38.15505690514588
[20.953914768, 32.701664501];[20.953915134, 32.701664702];0.041068369041682255
[20.953915134, 32.701664702];[20.953915501, 32.701664904];0.04120792916475738
[20.953915134, 32.701664702];[20.953915138, 32.701664698];0.0005829792603896928
[20.953915501, 32.701664904];[20.954382352, 32.70192158];52.40228059213597
[20.954382352, 32.70192158];[20.954382719, 32.701921781];0.04114720882936368
[20.954382719, 32.701921781];[20.954383087, 32.701921984];0.04134742316584271
[20.954382719, 32.701921781];[20.954382722, 32.701921777];0.0005271432736335064
[20.954383087, 32.701921984];[20.95473369, 32.702114745];39.353693684467906
[20.95473369, 32.702114745];[20.954734057, 32.702114947];0.04120773937738648
[20.954734057, 32.702114947];[20.954734424, 32.702115149];0.04120773937738648
[20.954734057, 32.702114947];[20.954734059, 32.702114944];0.00038327238314564486
[20.954734424, 32.702115149];[20.955166441, 32.702352672];48.492004010011684
[20.955166441, 32.702352672];[20.955166808, 32.702352873];0.04114702569890659
[20.955166808, 32.702352873];[20.955167175, 32.702353075];0.04120763848600625
[20.955166808, 32.702352873];[20.955166546, 32.702353213];0.04516318355453155
[20.955167175, 32.702353075];[20.955703471, 32.70264793];60.19666056754525
[20.955703471, 32.70264793];[20.955703838, 32.702648132];0.04120751389528803
[20.955703838, 32.702648132];[20.955704201, 32.70264834];0.041263471369027756
[20.955704201, 32.70264834];[20.95623456, 32.702952712];60.31732166671278
[20.95623456, 32.702952712];[20.956234923, 32.70295292];0.0412633462681958
[20.956234923, 32.70295292];[20.956235287, 32.702953129];0.041403697821047976
[20.956234923, 32.70295292];[20.956235188, 32.702952583];0.04503933569082823
[20.956235287, 32.702953129];[20.956599615, 32.703162215];41.43456675114072
[20.956599615, 32.703162215];[20.956599978, 32.703162424];0.041325799964101954
[20.956599978, 32.703162424];[20.956600342, 32.703162632];0.04134118983849666
[20.956599978, 32.703162424];[20.956600243, 32.703162086];0.045132003413046545
[20.956600342, 32.703162632];[20.957005658, 32.703395241];46.09599115931749
[20.957005658, 32.703395241];[20.957006021, 32.70339545];0.04132570434663888
[20.957006021, 32.70339545];[20.957006384, 32.703395658];0.04126316386585329
[20.957006021, 32.70339545];[20.957006286, 32.703395112];0.04513194335604496
[20.957006384, 32.703395658];[20.957391717, 32.703616799];43.823264369637876
[20.957391717, 32.703616799];[20.95739208, 32.703617007];0.041263071749622404
[20.95739208, 32.703617007];[20.957392444, 32.703617216];0.041403424900205626
[20.95739208, 32.703617007];[20.957392343, 32.703616668];0.04512119607227778
[20.957392444, 32.703617216];[20.957804866, 32.703853903];46.90392649389976
[20.957804866, 32.703853903];[20.95780523, 32.703854111];0.041340903891810304
[20.95780523, 32.703854111];[20.957805593, 32.70385432];0.04132551616764167
[20.95780523, 32.703854111];[20.957805494, 32.703853774];0.04498707466831483
[20.957805593, 32.70385432];[20.958267963, 32.70411967];52.58416085474735
[20.958267963, 32.70411967];[20.958268326, 32.704119879];0.041325406844906175
[20.958268326, 32.704119879];[20.95826869, 32.704120088];0.04140321736716899
[20.958268326, 32.704119879];[20.958268334, 32.70411987];0.0012529890724062034
[20.95826869, 32.704120088];[20.958290268, 32.704132471];2.4539811980484263
[20.958290268, 32.704132471];[20.958290994, 32.704132888];0.08258821156530483
[20.958290994, 32.704132888];[20.958803838, 32.704427205];58.32429643830318
[20.958803838, 32.704427205];[20.958804202, 32.704427414];0.041403090536820696
[20.958804202, 32.704427414];[20.958804568, 32.704427624];0.04162130651234038
[20.958804202, 32.704427414];[20.958803937, 32.704427751];0.045038957240483776
[20.958804568, 32.704427624];[20.959214748, 32.704663023];46.648489266502914
[20.959214748, 32.704663023];[20.959215112, 32.704663231];0.04134056938134991
[20.959215112, 32.704663231];[20.959215477, 32.704663441];0.041543381988581166
[20.959215112, 32.704663231];[20.95921512, 32.704663221];0.0013436195621451652
[20.959215477, 32.704663441];[20.959218261, 32.704665039];0.3166330461001603
[20.959218261, 32.704665039];[20.959218988, 32.704665456];0.08266562393282462
[20.959218988, 32.704665456];[20.959601113, 32.704884753];43.45769104331826
[20.959601113, 32.704884753];[20.959601476, 32.704884962];0.04132509285162853
[20.959601476, 32.704884962];[20.959601842, 32.704885172];0.04162111648366799
[20.959601476, 32.704884962];[20.959601213, 32.704885301];0.045120874966506574
[20.959601842, 32.704885172];[20.959982328, 32.705103529];43.27123672123208
[20.959982328, 32.705103529];[20.959982691, 32.705103738];0.04132500246754424
[20.959982691, 32.705103738];[20.959983055, 32.705103946];0.041340388511987465
[20.959982691, 32.705103738];[20.959982957, 32.705103401];0.04509094818346266
[20.959983055, 32.705103946];[20.960357762, 32.705318986];42.61389003007868
[20.960357762, 32.705318986];[20.960358126, 32.705319195];0.04140272249842583
[20.960358126, 32.705319195];[20.960358489, 32.705319404];0.041324913920865534
[20.960358126, 32.705319195];[20.96035839, 32.705318858];0.04498670273297294
[20.960358489, 32.705319404];[20.960848264, 32.705600479];55.699889459551166
[20.960848264, 32.705600479];[20.960848627, 32.705600688];0.04132479792042777
[20.960848627, 32.705600688];[20.960848993, 32.705600898];0.04162082048207223
[20.960848627, 32.705600688];[20.960848635, 32.705600678];0.00134361107993548
[20.960848993, 32.705600898];[20.961302887, 32.705861382];51.61920433630398
[20.961302887, 32.705861382];[20.96130325, 32.70586159];0.04126214919484322
[20.96130325, 32.70586159];[20.961303614, 32.705861799];0.041402499354247516
[20.96130325, 32.70586159];[20.961302981, 32.705861924];0.04497169337149614
[20.961303614, 32.705861799];[20.961752824, 32.706119595];51.08638879628339
[20.961752824, 32.706119595];[20.961753188, 32.706119803];0.04133996983412999
[20.961753188, 32.706119803];[20.961753551, 32.706120012];0.041324584719581094
[20.961753188, 32.706119803];[20.96175292, 32.706120138];0.04501087624917082
[20.961753551, 32.706120012];[20.962167922, 32.706357813];47.12412513410963
[20.962167922, 32.706357813];[20.962168285, 32.706358022];0.04132448823704896
[20.962168285, 32.706358022];[20.962168649, 32.70635823];0.04133987053492237
[20.962168285, 32.706358022];[20.962168291, 32.706358015];0.0009621165267196698
[20.962168649, 32.70635823];[20.962691079, 32.706658045];59.41295907427931
[20.962691079, 32.706658045];[20.962691442, 32.706658253];0.04126182264394328
[20.962691442, 32.706658253];[20.962691806, 32.706658462];0.04140217086186862
[20.962691442, 32.706658253];[20.962691172, 32.706658586];0.04493267283737366
[20.962691806, 32.706658462];[20.963043386, 32.706860228];39.98302980818823
[20.963043386, 32.706860228];[20.963043749, 32.706860436];0.04126174004917684
[20.963043749, 32.706860436];[20.963044113, 32.706860645];0.04140208806837252
[20.963043749, 32.706860436];[20.963043752, 32.706860433];0.00043721809278851885
[20.963044113, 32.706860645];[20.963679531, 32.707225301];72.26197626085064
[20.963679531, 32.707225301];[20.963679895, 32.707225509];0.04133951358318412
[20.955841212, 32.716698101];[20.957019583, 32.715274698];193.35885091570887
[20.957019583, 32.715274698];[20.95702013, 32.715274038];0.08968955577565038
[20.95702013, 32.715274038];[20.958131593, 32.713931265];182.39797792297685
[20.958131593, 32.713931265];[20.95813214, 32.713930605];0.08968986396111196
[20.95813214, 32.713930605];[20.959241063, 32.712590715];181.99869990963919
[20.959241063, 32.712590715];[20.959241609, 32.712590055];0.08963621647670131
[20.959241609, 32.712590055];[20.960296824, 32.711314888];173.20023839614586
[20.960296824, 32.711314888];[20.96029737, 32.711314228];0.08963651009559438
[20.96029737, 32.711314228];[20.961438295, 32.709935296];187.2863611250753
[20.961438295, 32.709935296];[20.961438842, 32.709934636];0.08969078665230559
[20.961438842, 32.709934636];[20.962587036, 32.70854672];188.49837294371193
[20.962587036, 32.70854672];[20.962587582, 32.70854606];0.08963714608198886
[20.962587582, 32.70854606];[20.963679622, 32.707225839];179.2969083852622
[20.963679622, 32.707225839];[20.963679895, 32.707225509];0.04481872493493063
[20.957019581, 32.71527411];[20.957019539, 32.715274087];0.004708267519847307
[20.957019539, 32.715274087];[20.956586702, 32.715031918];48.83510186499049
[20.956586702, 32.715031918];[20.956586337, 32.715031713];0.041229699931878
[20.956586337, 32.715031713];[20.956585971, 32.715031509];0.041246735226950264
[20.956586337, 32.715031713];[20.956586603, 32.715031377];0.04499708622424093
[20.956585971, 32.715031509];[20.956114001, 32.714767444];53.25052874642675
[20.956114001, 32.714767444];[20.956113635, 32.71476724];0.04124684586105307
[20.956113635, 32.71476724];[20.95611327, 32.714767035];0.04122981051447362
[20.956113635, 32.71476724];[20.956113365, 32.714767573];0.04493176927212267
[20.95611327, 32.714767035];[20.955666237, 32.714516923];50.43706314131718
[20.955666237, 32.714516923];[20.955665872, 32.714516718];0.04122991524901801
[20.955665872, 32.714516718];[20.955665506, 32.714516514];0.04124695060862453
[20.955665872, 32.714516718];[20.955666139, 32.714516383];0.04495727666861753
[20.955665506, 32.714516514];[20.955229041, 32.714272313];49.24494484217538
[20.955229041, 32.714272313];[20.955228676, 32.714272109];0.041168535390783634
[20.955228676, 32.714272109];[20.95522831, 32.714271904];0.04130841931666726
[20.955228676, 32.714272109];[20.955228408, 32.714272444];0.04500998460518192
[20.95522831, 32.714271904];[20.954744743, 32.71400135];54.55942773174439
[20.954744743, 32.71400135];[20.954744378, 32.714001145];0.041230129831395776
[20.954744378, 32.714001145];[20.954744012, 32.714000941];0.04124716666753776
[20.954744378, 32.714001145];[20.954744109, 32.714001479];0.04497079289240204
[20.954744012, 32.714000941];[20.954324901, 32.713766449];47.287225395557826
[20.954324901, 32.713766449];[20.954324536, 32.713766245];0.041168745895023805
[20.954324536, 32.713766245];[20.954324171, 32.71376604];0.041230229051644196
[20.954324536, 32.713766245];[20.954324804, 32.71376591];0.045010116457914404
[20.954324171, 32.71376604];[20.953909881, 32.713534246];46.74335459820464
[20.953909881, 32.713534246];[20.953909516, 32.713534041];0.04123032552737615
[20.953909516, 32.713534041];[20.95390915, 32.713533837];0.04124736211652691
[20.953909516, 32.713534041];[20.953909781, 32.713533704];0.04503785348788722
[20.95390915, 32.713533837];[20.953500567, 32.713305234];46.09968106528322
[20.953500567, 32.713305234];[20.953500201, 32.713305029];0.04130882428457293
[20.953500201, 32.713305029];[20.953499836, 32.713304825];0.041168938696608794
[20.953500201, 32.713305029];[20.953500467, 32.713304693];0.044997534343465095
[20.953499836, 32.713304825];[20.953181994, 32.713126992];35.861598037298485
[20.953181994, 32.713126992];[20.953181629, 32.713126788];0.041169013142548366
[20.953181629, 32.713126788];[20.953181263, 32.713126583];0.0413088992517423
[20.953181629, 32.713126788];[20.953181365, 32.713127126];0.045078770686917846
[20.953181263, 32.713126583];[20.952722432, 32.712869866];51.769302117303994
[20.952722432, 32.712869866];[20.952722066, 32.712869661];0.041309006172057766
[20.952722066, 32.712869661];[20.952721701, 32.712869457];0.04116912074829281
[20.952722066, 32.712869661];[20.952722332, 32.712869325];0.04499764809413421
[20.952721701, 32.712869457];[20.952341676, 32.712656832];42.877834852508144
[20.952341676, 32.712656832];[20.952341311, 32.712656627];0.041230691444377875
[20.952341311, 32.712656627];[20.952340946, 32.712656423];0.04116921017914085
[20.952341311, 32.712656627];[20.952341046, 32.712656964];0.04503807907910832
[20.952340946, 32.712656423];[20.951833913, 32.712372736];57.20820486397903
[20.951833913, 32.712372736];[20.951833547, 32.712372531];0.04130921485168035
[20.951833547, 32.712372531];[20.951833182, 32.712372327];0.04116932897449479
[20.951833547, 32.712372531];[20.951833811, 32.712372193];0.045078964834209555
[20.951833182, 32.712372327];[20.951346791, 32.712100188];54.879415042074214
[20.951346791, 32.712100188];[20.951346426, 32.712099984];0.04116944186186815
[20.951346426, 32.712099984];[20.95134606, 32.712099779];0.04130932935248305
[20.951346426, 32.712099984];[20.95134669, 32.712099646];0.045079034907984074
[20.95134606, 32.712099779];[20.950968784, 32.71188869];42.56812728045786
[20.950968784, 32.71188869];[20.950968418, 32.711888486];0.04124805279509553
[20.950968418, 32.711888486];[20.950968053, 32.711888281];0.041231010884789095
[20.950968418, 32.711888486];[20.950968681, 32.711888147];0.04512033197092882
[20.950968053, 32.711888281];[20.950538492, 32.711647938];48.46757267898553
[20.950538492, 32.711647938];[20.950538127, 32.711647734];0.041169630812921264
[20.950538127, 32.711647734];[20.950537761, 32.71164753];0.04124815387859224
[20.950538127, 32.711647734];[20.950538391, 32.711647396];0.04507915197360295
[20.950537761, 32.71164753];[20.950134999, 32.71142218];45.44401401982436
[20.950134999, 32.71142218];[20.950134634, 32.711421976];0.04116972498699493
[20.950134634, 32.711421976];[20.950134268, 32.711421771];0.041309612341818895
[20.950134634, 32.711421976];[20.950134898, 32.711421638];0.04507920840932085
[20.950134268, 32.711421771];[20.949753149, 32.711208531];43.00207971209529
[20.949753149, 32.711208531];[20.949752784, 32.711208327];0.0411698138213679
[20.949752784, 32.711208327];[20.949752418, 32.711208122];0.04130970260447529
[20.949752784, 32.711208327];[20.949753049, 32.71120799];0.04503845500992285
[20.949752418, 32.711208122];[20.949309688, 32.71096041];49.95383493469107
[20.949309688, 32.71096041];[20.949309323, 32.710960205];0.04123139957505982
[20.949309323, 32.710960205];[20.949308958, 32.710960001];0.04116991891262371
[20.949309323, 32.710960205];[20.949309585, 32.710959865];0.04516224778076346
[20.949308958, 32.710960001];[20.948772762, 32.710659993];60.49995031273018
[20.948772762, 32.710659993];[20.948772397, 32.710659788];0.041231525529337114
[20.948772397, 32.710659788];[20.948772031, 32.710659584];0.04124856695828587
[20.948772397, 32.710659788];[20.948772135, 32.710660128];0.04516232335735702
[20.948772031, 32.710659584];[20.948353188, 32.710425235];47.259015866525644
[20.948353188, 32.710425235];[20.948352822, 32.71042503];0.04131002942958849
[20.948352822, 32.71042503];[20.948352457, 32.710424826];0.04117014268023664
[20.948352822, 32.71042503];[20.948353084, 32.71042469];0.04516238412099337
[20.948352457, 32.710424826];[20.948013915, 32.710235407];38.198529194598734
[20.948013915, 32.710235407];[20.948013549, 32.710235202];0.04131011020647908
[20.948013549, 32.710235202];[20.948013184, 32.710234998];0.04117022160508124
[20.948013549, 32.710235202];[20.94801381, 32.710234862];0.04511114087912032
[20.948013184, 32.710234998];[20.94756022, 32.709981557];51.10923974076499
[20.94756022, 32.709981557];[20.947559854, 32.709981352];0.04131021539629271
[20.947559854, 32.709981352];[20.947559489, 32.709981148];0.04117032798152402
[20.947559854, 32.709981352];[20.947560115, 32.709981012];0.045111204612655685
[20.947559489, 32.709981148];[20.947205265, 32.709782954];39.96819266495166
[20.947205265, 32.709782954];[20.947204899, 32.709782749];0.04131029925981224
[20.947204899, 32.709782749];[20.947204534, 32.709782545];0.04117040980077252
[20.947204899, 32.709782749];[20.94720516, 32.709782409];0.0451112550437668
[20.947204534, 32.709782545];[20.946733315, 32.709518889];53.16931366132487
[20.946733315, 32.709518889];[20.94673295, 32.709518685];0.04117052034554718
[20.94673295, 32.709518685];[20.946732585, 32.70951848];0.0412320024027498
[20.94673295, 32.709518685];[20.946732688, 32.709519024];0.04506940252327449
[20.946732585, 32.70951848];[20.94635799, 32.709308887];42.26698412600245
[20.94635799, 32.709308887];[20.946357624, 32.709308683];0.04124913345320819
[20.946357624, 32.709308683];[20.946357259, 32.709308478];0.0412320899313712
[20.946357624, 32.709308683];[20.946357885, 32.709308342];0.04520477455692631
[20.946357259, 32.709308478];[20.946007947, 32.709113031];39.414307343827055
[20.946007947, 32.709113031];[20.946007581, 32.709112827];0.041249215447589305
[20.946007581, 32.709112827];[20.946007216, 32.709112622];0.041232170804238216
[20.946007581, 32.709112827];[20.946007323, 32.709113169];0.045145886144835105
[20.946007216, 32.709112622];[20.945574397, 32.708870451];48.83686443784632
